"PROD_ID","CUST_ID","TIME_ID","CHANNEL_ID","PROMO_ID","QUANTITY_SOLD","AMOUNT_SOLD","LAST_UPDATE_DATE"
45,1478,31-JAN-02,4,999,1,47.74,
45,11390,31-JAN-02,4,999,1,47.74,
40,1472,31-JAN-02,4,999,1,48.56,
40,1478,31-JAN-02,4,999,1,48.56,
40,3042,31-JAN-02,4,999,1,48.56,
40,3320,31-JAN-02,4,999,1,48.56,
40,5745,31-JAN-02,4,999,1,48.56,
44,1478,31-JAN-02,4,999,1,48.58,
41,1152,31-JAN-02,4,999,1,48.65,
41,1478,31-JAN-02,4,999,1,48.65,
41,3973,31-JAN-02,4,999,1,48.65,
41,11390,31-JAN-02,4,999,1,48.65,
42,1478,31-JAN-02,4,999,1,48.77,
42,3042,31-JAN-02,4,999,1,48.77,
42,3973,31-JAN-02,4,999,1,48.77,
43,1478,31-JAN-02,4,999,1,48.8,
43,5745,31-JAN-02,4,999,1,48.8,
24,1121,31-JAN-02,4,999,1,62.29,
24,1802,31-JAN-02,4,999,1,62.29,
24,1898,31-JAN-02,4,999,1,62.29,
24,2346,31-JAN-02,4,999,1,62.29,
24,3006,31-JAN-02,4,999,1,62.29,
24,3158,31-JAN-02,4,999,1,62.29,
24,3667,31-JAN-02,4,999,1,62.29,
24,4201,31-JAN-02,4,999,1,62.29,
24,4958,31-JAN-02,4,999,1,62.29,
25,10007,31-JAN-02,2,999,1,115.43,
26,3006,31-JAN-02,2,999,1,153.37,
28,1121,31-JAN-02,2,999,1,208.99,
28,1898,31-JAN-02,2,999,1,208.99,
28,3158,31-JAN-02,2,999,1,208.99,
28,4201,31-JAN-02,2,999,1,208.99,
28,4533,31-JAN-02,2,999,1,208.99,
28,12447,31-JAN-02,2,999,1,208.99,
29,24560,31-JAN-02,2,999,1,528.88,
20,1478,31-JAN-02,2,999,1,628.89,
20,1705,31-JAN-02,2,999,1,628.89,
20,1978,31-JAN-02,2,999,1,628.89,
20,2883,31-JAN-02,2,999,1,628.89,
20,3973,31-JAN-02,2,999,1,628.89,
20,5745,31-JAN-02,2,999,1,628.89,
20,7231,31-JAN-02,2,999,1,628.89,
20,8182,31-JAN-02,2,999,1,628.89,
21,8637,31-JAN-02,2,999,1,1042.64,
48,1978,31-JAN-02,3,999,1,12,
48,2018,31-JAN-02,3,999,1,12,
48,2498,31-JAN-02,3,999,1,12,
117,1978,31-JAN-02,3,999,1,9.28,
30,1978,31-JAN-02,3,999,1,9.99,
30,2018,31-JAN-02,3,999,1,9.99,
30,2498,31-JAN-02,3,999,1,9.99,
30,4958,31-JAN-02,3,999,1,9.99,
46,1978,31-JAN-02,3,999,1,23.81,
47,1978,31-JAN-02,3,999,1,28.77,
47,4958,31-JAN-02,3,999,1,28.77,
38,1978,31-JAN-02,3,999,1,31.47,
28,1492,31-JAN-02,4,999,1,203.59,
28,2346,31-JAN-02,4,999,1,203.59,
28,3158,31-JAN-02,4,999,1,203.59,
28,4533,31-JAN-02,4,999,1,203.59,
28,9164,31-JAN-02,4,999,1,203.59,
28,12447,31-JAN-02,4,999,1,203.59,
28,12787,31-JAN-02,4,999,1,203.59,
28,33758,31-JAN-02,4,999,1,203.59,
29,9164,31-JAN-02,4,999,1,523.59,
29,24560,31-JAN-02,4,999,1,523.59,
29,27834,31-JAN-02,4,999,1,523.59,
20,3042,31-JAN-02,4,999,1,628.89,
20,5745,31-JAN-02,4,999,1,628.89,
21,11390,31-JAN-02,4,999,1,1026.61,
14,1472,31-JAN-02,4,999,1,1225.11,
48,817,31-JAN-02,4,999,1,11.76,
48,1472,31-JAN-02,4,999,1,11.76,
48,1478,31-JAN-02,4,999,1,11.76,
48,2498,31-JAN-02,4,999,1,11.76,
48,3042,31-JAN-02,4,999,1,11.76,
48,3688,31-JAN-02,4,999,1,11.76,
48,3973,31-JAN-02,4,999,1,11.76,
48,8637,31-JAN-02,4,999,1,11.76,
48,11390,31-JAN-02,4,999,1,11.76,
116,32,31-JAN-02,4,999,1,12.73,
116,2217,31-JAN-02,4,999,1,12.73,
116,2720,31-JAN-02,4,999,1,12.73,
116,4097,31-JAN-02,4,999,1,12.73,
116,5622,31-JAN-02,4,999,1,12.73,
116,13877,31-JAN-02,4,999,1,12.73,
116,29394,31-JAN-02,4,999,1,12.73,
118,490,31-JAN-02,4,999,1,16.83,
118,2720,31-JAN-02,4,999,1,16.83,
118,3464,31-JAN-02,4,999,1,16.83,
16,4958,31-JAN-02,3,999,1,298.11,
20,118,31-JAN-02,3,999,1,628.89,
20,1978,31-JAN-02,3,999,1,628.89,
119,32,31-JAN-02,4,999,1,7.14,
119,490,31-JAN-02,4,999,1,7.14,
119,2217,31-JAN-02,4,999,1,7.14,
119,2720,31-JAN-02,4,999,1,7.14,
119,3464,31-JAN-02,4,999,1,7.14,
119,3990,31-JAN-02,4,999,1,7.14,
119,4270,31-JAN-02,4,999,1,7.14,
119,5622,31-JAN-02,4,999,1,7.14,
119,13877,31-JAN-02,4,999,1,7.14,
119,29394,31-JAN-02,4,999,1,7.14,
31,1466,31-JAN-02,4,999,1,8.51,
31,3688,31-JAN-02,4,999,1,8.51,
31,4388,31-JAN-02,4,999,1,8.51,
31,7636,31-JAN-02,4,999,1,8.51,
117,32,31-JAN-02,4,999,1,9.23,
117,490,31-JAN-02,4,999,1,9.23,
117,2720,31-JAN-02,4,999,1,9.23,
117,3464,31-JAN-02,4,999,1,9.23,
117,3990,31-JAN-02,4,999,1,9.23,
117,5622,31-JAN-02,4,999,1,9.23,
117,11803,31-JAN-02,4,999,1,9.23,
117,29394,31-JAN-02,4,999,1,9.23,
115,490,31-JAN-02,4,999,1,9.45,
115,2217,31-JAN-02,4,999,1,9.45,
115,2720,31-JAN-02,4,999,1,9.45,
115,5622,31-JAN-02,4,999,1,9.45,
115,11803,31-JAN-02,4,999,1,9.45,
115,29394,31-JAN-02,4,999,1,9.45,
30,817,31-JAN-02,4,999,1,9.89,
30,1478,31-JAN-02,4,999,1,9.89,
30,2158,31-JAN-02,4,999,1,9.89,
30,2498,31-JAN-02,4,999,1,9.89,
30,2883,31-JAN-02,4,999,1,9.89,
30,3158,31-JAN-02,4,999,1,9.89,
30,3308,31-JAN-02,4,999,1,9.89,
30,3320,31-JAN-02,4,999,1,9.89,
30,3973,31-JAN-02,4,999,1,9.89,
30,4041,31-JAN-02,4,999,1,9.89,
30,4388,31-JAN-02,4,999,1,9.89,
30,4958,31-JAN-02,4,999,1,9.89,
30,5745,31-JAN-02,4,999,1,9.89,
30,6759,31-JAN-02,4,999,1,9.89,
30,9164,31-JAN-02,4,999,1,9.89,
30,11390,31-JAN-02,4,999,1,9.89,
30,11395,31-JAN-02,4,999,1,9.89,
37,4340,31-JAN-02,2,999,1,60.2,
37,11390,31-JAN-02,2,999,1,60.2,
24,1898,31-JAN-02,2,999,1,61.68,
24,3158,31-JAN-02,2,999,1,61.68,
24,24560,31-JAN-02,2,999,1,61.68,
32,1847,31-JAN-02,2,999,1,68.57,
32,1978,31-JAN-02,2,999,1,68.57,
32,2417,31-JAN-02,2,999,1,68.57,
32,3688,31-JAN-02,2,999,1,68.57,
32,3973,31-JAN-02,2,999,1,68.57,
32,4340,31-JAN-02,2,999,1,68.57,
32,4388,31-JAN-02,2,999,1,68.57,
32,8637,31-JAN-02,2,999,1,68.57,
32,10658,31-JAN-02,2,999,1,68.57,
32,11390,31-JAN-02,2,999,1,68.57,
25,1802,31-JAN-02,2,999,1,115.43,
30,3688,31-JAN-02,2,999,1,10.19,
30,4388,31-JAN-02,2,999,1,10.19,
30,4734,31-JAN-02,2,999,1,10.19,
30,4769,31-JAN-02,2,999,1,10.19,
30,4958,31-JAN-02,2,999,1,10.19,
30,23226,31-JAN-02,2,999,1,10.19,
116,2217,31-JAN-02,2,999,1,13.03,
116,2720,31-JAN-02,2,999,1,13.03,
116,13877,31-JAN-02,2,999,1,13.03,
116,29394,31-JAN-02,2,999,1,13.03,
118,490,31-JAN-02,2,999,1,16.76,
118,2720,31-JAN-02,2,999,1,16.76,
118,29394,31-JAN-02,2,999,1,16.76,
114,32,31-JAN-02,2,999,1,18.9,
114,490,31-JAN-02,2,999,1,18.9,
114,2720,31-JAN-02,2,999,1,18.9,
114,5622,31-JAN-02,2,999,1,18.9,
114,13877,31-JAN-02,2,999,1,18.9,
114,29394,31-JAN-02,2,999,1,18.9,
23,1492,31-JAN-02,2,999,1,22.37,
23,2346,31-JAN-02,2,999,1,22.37,
23,3667,31-JAN-02,2,999,1,22.37,
23,24560,31-JAN-02,2,999,1,22.37,
46,173,31-JAN-02,2,999,1,23.95,
46,1847,31-JAN-02,2,999,1,23.95,
46,1978,31-JAN-02,2,999,1,23.95,
46,2417,31-JAN-02,2,999,1,23.95,
46,3688,31-JAN-02,2,999,1,23.95,
46,3973,31-JAN-02,2,999,1,23.95,
46,4340,31-JAN-02,2,999,1,23.95,
46,5745,31-JAN-02,2,999,1,23.95,
46,7231,31-JAN-02,2,999,1,23.95,
46,10658,31-JAN-02,2,999,1,23.95,
46,11390,31-JAN-02,2,999,1,23.95,
46,23226,31-JAN-02,2,999,1,23.95,
47,778,31-JAN-02,2,999,1,28.48,
47,1318,31-JAN-02,2,999,1,28.48,
47,1898,31-JAN-02,2,999,1,28.48,
47,1978,31-JAN-02,2,999,1,28.48,
47,2018,31-JAN-02,2,999,1,28.48,
47,2417,31-JAN-02,2,999,1,28.48,
47,4958,31-JAN-02,2,999,1,28.48,
47,8637,31-JAN-02,2,999,1,28.48,
47,11390,31-JAN-02,2,999,1,28.48,
38,1978,31-JAN-02,2,999,1,31.47,
39,11390,31-JAN-02,2,999,1,36.35,
34,10658,31-JAN-02,2,999,1,42.25,
33,1978,31-JAN-02,3,999,1,44.3,
33,2498,31-JAN-02,3,999,1,44.3,
45,1978,31-JAN-02,3,999,1,47.74,
40,2018,31-JAN-02,3,999,1,48.56,
40,4958,31-JAN-02,3,999,1,48.56,
41,1478,31-JAN-02,3,999,1,48.65,
41,1978,31-JAN-02,3,999,1,48.65,
43,1978,31-JAN-02,3,999,1,48.8,
35,2018,31-JAN-02,3,999,1,52.02,
35,2498,31-JAN-02,3,999,1,52.02,
24,1898,31-JAN-02,3,999,1,61.31,
24,4958,31-JAN-02,3,999,1,61.31,
32,1978,31-JAN-02,3,999,1,68.16,
32,2498,31-JAN-02,3,999,1,68.16,
32,4958,31-JAN-02,3,999,1,68.16,
26,2498,31-JAN-02,3,999,1,152.46,
28,4958,31-JAN-02,3,999,1,207.74,
29,9164,31-JAN-02,3,351,1,540.52,
20,3042,31-JAN-02,3,351,1,628.89,
20,3973,31-JAN-02,3,351,1,628.89,
20,4340,31-JAN-02,3,351,1,628.89,
20,4968,31-JAN-02,3,351,1,628.89,
20,5683,31-JAN-02,3,351,1,628.89,
20,5745,31-JAN-02,3,351,1,628.89,
20,8490,31-JAN-02,3,351,1,628.89,
20,10312,31-JAN-02,3,351,1,628.89,
20,11390,31-JAN-02,3,351,1,628.89,
20,27145,31-JAN-02,3,351,1,628.89,
21,4340,31-JAN-02,3,351,1,1032.09,
21,11390,31-JAN-02,3,351,1,1032.09,
14,1472,31-JAN-02,3,351,1,1193.02,
48,118,31-JAN-02,2,999,1,12,
48,173,31-JAN-02,2,999,1,12,
48,778,31-JAN-02,2,999,1,12,
48,1318,31-JAN-02,2,999,1,12,
48,1466,31-JAN-02,2,999,1,12,
48,1847,31-JAN-02,2,999,1,12,
48,1978,31-JAN-02,2,999,1,12,
48,2417,31-JAN-02,2,999,1,12,
48,2928,31-JAN-02,2,999,1,12,
48,3158,31-JAN-02,2,999,1,12,
48,3688,31-JAN-02,2,999,1,12,
48,4041,31-JAN-02,2,999,1,12,
48,4769,31-JAN-02,2,999,1,12,
48,7231,31-JAN-02,2,999,1,12,
48,9164,31-JAN-02,2,999,1,12,
48,11390,31-JAN-02,2,999,1,12,
48,23226,31-JAN-02,2,999,1,12,
48,29287,31-JAN-02,2,999,1,12,
119,32,31-JAN-02,2,999,1,7.21,
119,490,31-JAN-02,2,999,1,7.21,
119,2217,31-JAN-02,2,999,1,7.21,
119,2720,31-JAN-02,2,999,1,7.21,
119,3990,31-JAN-02,2,999,1,7.21,
119,5622,31-JAN-02,2,999,1,7.21,
119,13877,31-JAN-02,2,999,1,7.21,
119,29394,31-JAN-02,2,999,1,7.21,
31,1466,31-JAN-02,2,999,1,8.51,
31,4388,31-JAN-02,2,999,1,8.51,
31,5479,31-JAN-02,2,999,1,8.51,
117,32,31-JAN-02,2,999,1,9.28,
117,1978,31-JAN-02,2,999,1,9.28,
117,2217,31-JAN-02,2,999,1,9.28,
117,2720,31-JAN-02,2,999,1,9.28,
117,13877,31-JAN-02,2,999,1,9.28,
117,29394,31-JAN-02,2,999,1,9.28,
115,32,31-JAN-02,2,999,1,9.67,
115,7700,31-JAN-02,2,999,1,9.67,
115,490,31-JAN-02,2,999,1,9.67,
115,5622,31-JAN-02,2,999,1,9.67,
115,29394,31-JAN-02,2,999,1,9.67,
115,39620,31-JAN-02,2,999,1,9.67,
30,173,31-JAN-02,2,999,1,10.19,
30,778,31-JAN-02,2,999,1,10.19,
30,1005,31-JAN-02,2,999,1,10.19,
30,1318,31-JAN-02,2,999,1,10.19,
30,1466,31-JAN-02,2,999,1,10.19,
30,1978,31-JAN-02,2,999,1,10.19,
30,2498,31-JAN-02,2,999,1,10.19,
30,3042,31-JAN-02,2,999,1,10.19,
30,3158,31-JAN-02,2,999,1,10.19,
32,5683,31-JAN-02,3,351,1,68.16,
32,5745,31-JAN-02,3,351,1,68.16,
32,6759,31-JAN-02,3,351,1,68.16,
32,7231,31-JAN-02,3,351,1,68.16,
32,7329,31-JAN-02,3,351,1,68.16,
32,8139,31-JAN-02,3,351,1,68.16,
32,8750,31-JAN-02,3,351,1,68.16,
32,9164,31-JAN-02,3,351,1,68.16,
32,9168,31-JAN-02,3,351,1,68.16,
32,11390,31-JAN-02,3,351,1,68.16,
32,41694,31-JAN-02,3,351,1,68.16,
25,156,31-JAN-02,3,351,1,114.74,
25,170,31-JAN-02,3,351,1,114.74,
25,1245,31-JAN-02,3,351,1,114.74,
25,2346,31-JAN-02,3,351,1,114.74,
25,2567,31-JAN-02,3,351,1,114.74,
25,3243,31-JAN-02,3,351,1,114.74,
25,3349,31-JAN-02,3,351,1,114.74,
25,3608,31-JAN-02,3,351,1,114.74,
25,8750,31-JAN-02,3,351,1,114.74,
25,9164,31-JAN-02,3,351,1,114.74,
25,9168,31-JAN-02,3,351,1,114.74,
25,12045,31-JAN-02,3,351,1,114.74,
25,12447,31-JAN-02,3,351,1,114.74,
25,14184,31-JAN-02,3,351,1,114.74,
25,26834,31-JAN-02,3,351,1,114.74,
26,1245,31-JAN-02,3,351,1,152.46,
26,1720,31-JAN-02,3,351,1,152.46,
26,1802,31-JAN-02,3,351,1,152.46,
26,2567,31-JAN-02,3,351,1,152.46,
26,2744,31-JAN-02,3,351,1,152.46,
26,3006,31-JAN-02,3,351,1,152.46,
26,3167,31-JAN-02,3,351,1,152.46,
26,3243,31-JAN-02,3,351,1,152.46,
26,3608,31-JAN-02,3,351,1,152.46,
26,4201,31-JAN-02,3,351,1,152.46,
26,4340,31-JAN-02,3,351,1,152.46,
26,7329,31-JAN-02,3,351,1,152.46,
26,8133,31-JAN-02,3,351,1,152.46,
26,9164,31-JAN-02,3,351,1,152.46,
26,9168,31-JAN-02,3,351,1,152.46,
26,10007,31-JAN-02,3,351,1,152.46,
26,12089,31-JAN-02,3,351,1,152.46,
26,25131,31-JAN-02,3,351,1,152.46,
26,33758,31-JAN-02,3,351,1,152.46,
28,1245,31-JAN-02,3,351,1,207.74,
28,1720,31-JAN-02,3,351,1,207.74,
28,2567,31-JAN-02,3,351,1,207.74,
28,3158,31-JAN-02,3,351,1,207.74,
28,3349,31-JAN-02,3,351,1,207.74,
28,3608,31-JAN-02,3,351,1,207.74,
28,4201,31-JAN-02,3,351,1,207.74,
28,4340,31-JAN-02,3,351,1,207.74,
28,7329,31-JAN-02,3,351,1,207.74,
28,8133,31-JAN-02,3,351,1,207.74,
28,8750,31-JAN-02,3,351,1,207.74,
28,9164,31-JAN-02,3,351,1,207.74,
28,9861,31-JAN-02,3,351,1,207.74,
28,12089,31-JAN-02,3,351,1,207.74,
28,12206,31-JAN-02,3,351,1,207.74,
28,14184,31-JAN-02,3,351,1,207.74,
28,25131,31-JAN-02,3,351,1,207.74,
29,3243,31-JAN-02,3,351,1,540.52,
29,4340,31-JAN-02,3,351,1,540.52,
47,10312,31-JAN-02,3,351,1,28.77,
47,41694,31-JAN-02,3,351,1,28.77,
38,1466,31-JAN-02,3,351,1,31.47,
38,4340,31-JAN-02,3,351,1,31.47,
38,10658,31-JAN-02,3,351,1,31.47,
38,11390,31-JAN-02,3,351,1,31.47,
38,23226,31-JAN-02,3,351,1,31.47,
39,4508,31-JAN-02,3,351,1,36.35,
39,10658,31-JAN-02,3,351,1,36.35,
39,11390,31-JAN-02,3,351,1,36.35,
34,1720,31-JAN-02,3,351,1,42.25,
34,3278,31-JAN-02,3,351,1,42.25,
34,8750,31-JAN-02,3,351,1,42.25,
34,10658,31-JAN-02,3,351,1,42.25,
34,11390,31-JAN-02,3,351,1,42.25,
36,10658,31-JAN-02,3,351,1,43.13,
36,11390,31-JAN-02,3,351,1,43.13,
33,1005,31-JAN-02,2,999,1,44.57,
33,1318,31-JAN-02,2,999,1,44.57,
33,1478,31-JAN-02,2,999,1,44.57,
33,1847,31-JAN-02,2,999,1,44.57,
33,1978,31-JAN-02,2,999,1,44.57,
33,2018,31-JAN-02,2,999,1,44.57,
33,2417,31-JAN-02,2,999,1,44.57,
33,3688,31-JAN-02,2,999,1,44.57,
33,3973,31-JAN-02,2,999,1,44.57,
33,5745,31-JAN-02,2,999,1,44.57,
33,7231,31-JAN-02,2,999,1,44.57,
33,8637,31-JAN-02,2,999,1,44.57,
33,10658,31-JAN-02,2,999,1,44.57,
33,11390,31-JAN-02,2,999,1,44.57,
45,778,31-JAN-02,2,999,1,47.74,
45,1978,31-JAN-02,2,999,1,47.74,
45,3042,31-JAN-02,2,999,1,47.74,
45,3973,31-JAN-02,2,999,1,47.74,
45,5745,31-JAN-02,2,999,1,47.74,
40,778,31-JAN-02,2,999,1,48.56,
40,1005,31-JAN-02,2,999,1,48.56,
40,1978,31-JAN-02,2,999,1,48.56,
40,3042,31-JAN-02,2,999,1,48.56,
40,3973,31-JAN-02,2,999,1,48.56,
40,4340,31-JAN-02,2,999,1,48.56,
40,5745,31-JAN-02,2,999,1,48.56,
40,11390,31-JAN-02,2,999,1,48.56,
44,5745,31-JAN-02,2,999,1,48.58,
41,1978,31-JAN-02,2,999,1,48.65,
41,3973,31-JAN-02,2,999,1,48.65,
42,1978,31-JAN-02,2,999,1,48.77,
42,3042,31-JAN-02,2,999,1,48.77,
42,3973,31-JAN-02,2,999,1,48.77,
42,5745,31-JAN-02,2,999,1,48.77,
42,11390,31-JAN-02,2,999,1,48.77,
35,4340,31-JAN-02,2,999,1,52.02,
35,11390,31-JAN-02,2,999,1,52.02,
32,1847,31-JAN-02,3,351,1,68.16,
32,2030,31-JAN-02,3,351,1,68.16,
32,2417,31-JAN-02,3,351,1,68.16,
32,2928,31-JAN-02,3,351,1,68.16,
32,3042,31-JAN-02,3,351,1,68.16,
32,3320,31-JAN-02,3,351,1,68.16,
32,3608,31-JAN-02,3,351,1,68.16,
32,3973,31-JAN-02,3,351,1,68.16,
32,4199,31-JAN-02,3,351,1,68.16,
32,4769,31-JAN-02,3,351,1,68.16,
23,7329,31-JAN-02,3,351,1,22.37,
23,8133,31-JAN-02,3,351,1,22.37,
23,9164,31-JAN-02,3,351,1,22.37,
23,9168,31-JAN-02,3,351,1,22.37,
23,12045,31-JAN-02,3,351,1,22.37,
23,12089,31-JAN-02,3,351,1,22.37,
23,24560,31-JAN-02,3,351,1,22.37,
23,27834,31-JAN-02,3,351,1,22.37,
23,33758,31-JAN-02,3,351,1,22.37,
46,156,31-JAN-02,3,351,1,23.81,
46,297,31-JAN-02,3,351,1,23.81,
46,1005,31-JAN-02,3,351,1,23.81,
46,1318,31-JAN-02,3,351,1,23.81,
46,1472,31-JAN-02,3,351,1,23.81,
46,1720,31-JAN-02,3,351,1,23.81,
46,1847,31-JAN-02,3,351,1,23.81,
46,2158,31-JAN-02,3,351,1,23.81,
46,2567,31-JAN-02,3,351,1,23.81,
46,2883,31-JAN-02,3,351,1,23.81,
46,3042,31-JAN-02,3,351,1,23.81,
46,3158,31-JAN-02,3,351,1,23.81,
46,3167,31-JAN-02,3,351,1,23.81,
46,3320,31-JAN-02,3,351,1,23.81,
46,3349,31-JAN-02,3,351,1,23.81,
46,3688,31-JAN-02,3,351,1,23.81,
46,3973,31-JAN-02,3,351,1,23.81,
46,4041,31-JAN-02,3,351,1,23.81,
46,4199,31-JAN-02,3,351,1,23.81,
46,4340,31-JAN-02,3,351,1,23.81,
46,4388,31-JAN-02,3,351,1,23.81,
46,5683,31-JAN-02,3,351,1,23.81,
46,5745,31-JAN-02,3,351,1,23.81,
46,6645,31-JAN-02,3,351,1,23.81,
46,6759,31-JAN-02,3,351,1,23.81,
46,8133,31-JAN-02,3,351,1,23.81,
46,8139,31-JAN-02,3,351,1,23.81,
46,9164,31-JAN-02,3,351,1,23.81,
46,9168,31-JAN-02,3,351,1,23.81,
46,9348,31-JAN-02,3,351,1,23.81,
46,10278,31-JAN-02,3,351,1,23.81,
46,10658,31-JAN-02,3,351,1,23.81,
46,11390,31-JAN-02,3,351,1,23.81,
46,11927,31-JAN-02,3,351,1,23.81,
46,14979,31-JAN-02,3,351,1,23.81,
46,23226,31-JAN-02,3,351,1,23.81,
46,25131,31-JAN-02,3,351,1,23.81,
113,9168,31-JAN-02,3,351,1,23.89,
22,3667,31-JAN-02,3,351,1,25.05,
22,9168,31-JAN-02,3,351,1,25.05,
22,12045,31-JAN-02,3,351,1,25.05,
22,12089,31-JAN-02,3,351,1,25.05,
47,156,31-JAN-02,3,351,1,28.77,
47,297,31-JAN-02,3,351,1,28.77,
47,1318,31-JAN-02,3,351,1,28.77,
47,1705,31-JAN-02,3,351,1,28.77,
47,1720,31-JAN-02,3,351,1,28.77,
47,1738,31-JAN-02,3,351,1,28.77,
47,2417,31-JAN-02,3,351,1,28.77,
47,3320,31-JAN-02,3,351,1,28.77,
47,5683,31-JAN-02,3,351,1,28.77,
47,5745,31-JAN-02,3,351,1,28.77,
47,6645,31-JAN-02,3,351,1,28.77,
47,8490,31-JAN-02,3,351,1,28.77,
47,8637,31-JAN-02,3,351,1,28.77,
30,1720,31-JAN-02,3,351,1,9.99,
30,1847,31-JAN-02,3,351,1,9.99,
30,2158,31-JAN-02,3,351,1,9.99,
30,2744,31-JAN-02,3,351,1,9.99,
30,2928,31-JAN-02,3,351,1,9.99,
30,3042,31-JAN-02,3,351,1,9.99,
30,3158,31-JAN-02,3,351,1,9.99,
30,3167,31-JAN-02,3,351,1,9.99,
30,3243,31-JAN-02,3,351,1,9.99,
30,3320,31-JAN-02,3,351,1,9.99,
30,3349,31-JAN-02,3,351,1,9.99,
30,3608,31-JAN-02,3,351,1,9.99,
30,3688,31-JAN-02,3,351,1,9.99,
30,4041,31-JAN-02,3,351,1,9.99,
30,4199,31-JAN-02,3,351,1,9.99,
30,4340,31-JAN-02,3,351,1,9.99,
30,4388,31-JAN-02,3,351,1,9.99,
30,4769,31-JAN-02,3,351,1,9.99,
30,5745,31-JAN-02,3,351,1,9.99,
30,6759,31-JAN-02,3,351,1,9.99,
30,7329,31-JAN-02,3,351,1,9.99,
30,7534,31-JAN-02,3,351,1,9.99,
30,8133,31-JAN-02,3,351,1,9.99,
30,8139,31-JAN-02,3,351,1,9.99,
30,8750,31-JAN-02,3,351,1,9.99,
30,9164,31-JAN-02,3,351,1,9.99,
30,9168,31-JAN-02,3,351,1,9.99,
30,10312,31-JAN-02,3,351,1,9.99,
30,10658,31-JAN-02,3,351,1,9.99,
30,11390,31-JAN-02,3,351,1,9.99,
30,12047,31-JAN-02,3,351,1,9.99,
30,14184,31-JAN-02,3,351,1,9.99,
30,25131,31-JAN-02,3,351,1,9.99,
30,41694,31-JAN-02,3,351,1,9.99,
121,1720,31-JAN-02,3,351,1,10.81,
121,7329,31-JAN-02,3,351,1,10.81,
121,9168,31-JAN-02,3,351,1,10.81,
121,12089,31-JAN-02,3,351,1,10.81,
116,32,31-JAN-02,3,351,1,13.02,
116,490,31-JAN-02,3,351,1,13.02,
116,2217,31-JAN-02,3,351,1,13.02,
116,3243,31-JAN-02,3,351,1,13.02,
116,3464,31-JAN-02,3,351,1,13.02,
116,3577,31-JAN-02,3,351,1,13.02,
116,3608,31-JAN-02,3,351,1,13.02,
116,5622,31-JAN-02,3,351,1,13.02,
116,9168,31-JAN-02,3,351,1,13.02,
116,11803,31-JAN-02,3,351,1,13.02,
116,29394,31-JAN-02,3,351,1,13.02,
